id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
3316,26,97,3,204,679,883887,Princess Kaiulani ,1201,1426,3,14,9000000,2009,537,6.2,2.35,0
3317,24,86,11,18,185,13751,Opal Dream ,813,299,0,6,11400000,2006,62,6.6,1.85,135
3318,44,93,8,558,22000,,Heist ,16198,24154,1,57,19000000,2015,1000,6.1,2.35,0
3319,80,45,28,104,573,145109,Flame and Citron ,14247,1098,1,44,45000000,2008,197,7.3,2.35,0
3320,41,97,0,230,922,1046166,Undiscovered ,2599,1835,4,45,9000000,2005,374,4.2,2.35,128
3321,91,102,11,35,10000,,Red Riding: In the Year of Our Lord 1974 ,9305,10369,0,44,,2009,281,7.1,1.85,0
3322,66,105,25,98,963,2874,The Girl on the Train ,1219,1375,1,14,,2009,168,6.0,2.35,120
3323,19,103,6,664,4000,,Veronika Decides to Die ,10100,6426,1,42,9000000,2009,931,6.5,2.35,3000
3324,35,93,4,93,442,174635000,Crocodile Dundee ,74743,822,1,93,8800000,1986,162,6.5,2.35,0
2858,133,84,8,896,4000,14373825,Awake ,63216,6954,0,196,8600000,2007,922,6.5,2.35,0
2859,66,96,3,305,2000,162,Skin Trade ,5228,2802,5,38,9000000,2014,368,5.7,2.35,0
2860,273,112,108,175,12000,39462438,Crazy Heart ,67760,13172,0,226,7000000,2009,628,7.3,2.35,0
2861,32,125,43,122,563,29200000,The Rose ,6142,1097,0,52,8500000,1979,236,6.9,1.85,1000
2862,52,96,68,1000,3000,21564616,Baggage Claim ,7098,8097,9,41,8500000,2013,1000,5,1.85,0
2863,175,103,729,133,2000,14879556,Election ,73640,3516,0,441,8000000,1999,841,7.3,2.35,0
2864,132,101,17,429,35000,34017854,The DUFF ,51326,36892,4,116,8500000,2015,966,6.5,2.35,8000
2865,66,104,170,202,736,4273372,Glitter ,19412,1854,1,308,22000000,2001,218,2.1,2.35,0
2866,222,119,319,179,2000,4440055,Bright Star ,21360,3279,0,110,8500000,2009,552,7,1.85,0
2867,210,128,160,81,8000,4018695,My Name Is Khan ,69759,8532,2,235,12000000,2010,327,8,2.35,27000
2868,60,107,71,304,967,80000000,Footloose ,51459,1962,0,113,8200000,1984,455,6.5,1.85,0
2869,46,126,407,39,638,1997807,Limbo ,5158,823,0,140,8000000,1999,107,7.1,1.85,196
2870,81,126,80,225,668,90800000,The Karate Kid ,126916,2004,0,235,8000000,1984,641,7.2,1.85,0
2871,147,150,163,636,2000,140244,Repo! The Genetic Opera ,20419,4168,1,259,8500000,2008,716,6.7,1.85,8000
2872,215,178,16000,857,13000,107930000,Pulp Fiction ,1324680,16557,1,2195,8000000,1994,902,8.9,2.35,45000
2873,534,117,66,85,15000,32279955,Nightcrawler ,293304,15554,1,552,8500000,2014,241,7.9,2.35,65000
2874,66,119,422,422,861,4992159,Club Dread ,23823,3306,2,201,8550000,2004,499,5.6,2.35,713
2875,119,174,338,195,354,163214286,The Sound of Music ,148172,1495,3,406,8200000,1965,209,8,2.35,15000
2876,43,111,2000,51,15000,69800000,Splash ,54723,15361,2,99,8000000,1984,161,6.2,1.85,0
2877,270,101,36,27,7000,59889948,Little Miss Sunshine ,355810,7227,1,889,8000000,2006,150,7.9,2.35,15000
2878,99,89,0,107,217,52287414,Stand by Me ,271794,644,2,584,8000000,1986,107,8.1,1.85,24000
2879,224,113,0,27,133,45063889,28 Days Later... ,297250,241,0,1441,8000000,2002,32,7.6,1.85,11000
2880,58,95,548,360,389,40066497,You Got Served ,23671,1792,0,247,8000000,2004,363,3.5,1.85,0
2881,53,112,152,459,16000,36500000,Escape from Alcatraz ,87090,17568,0,142,8000000,1979,466,7.6,1.85,0
2882,37,109,44,458,1000,27362712,Brown Sugar ,5971,3199,1,60,8000000,2002,886,6.5,1.85,0
2883,11,108,0,388,585,34746109,A Thin Line Between Love and Hate ,3122,3023,2,14,8000000,1996,434,5.6,2.35,559
2884,327,100,129,3000,23000,34963967,50/50 ,270441,39807,2,378,8000000,2011,10000,7.7,1.85,40000
2885,135,90,5,297,449,25926543,Shutter ,26609,1534,1,148,8000000,2008,332,5.2,1.85,0
2886,164,94,19,117,363,26049082,That Awkward Moment ,76791,1024,3,100,8000000,2014,342,6.1,2.35,0
2887,41,111,0,591,18000,22551000,Much Ado About Nothing ,37269,37645,0,165,8000000,1993,18000,7.4,1.85,0
2888,143,142,13,244,803,22800000,On Her Majesty's Secret Service ,59941,1769,2,452,7000000,1969,314,6.8,2.35,0
2889,109,107,0,112,969,18090181,New Nightmare ,38191,1775,0,271,8000000,1994,449,6.4,1.85,0
2890,59,91,13,292,452,17843379,Drive Me Crazy ,14904,1760,2,147,8000000,1999,442,5.7,1.85,0
2891,40,82,33,475,744,17278980,Half Baked ,48225,2400,0,164,8000000,1998,503,6.7,1.85,0
2892,121,97,3,631,24000,16699684,New in Town ,17461,25792,1,78,8000000,2009,827,5.6,1.85,0
2893,358,128,79,414,13000,50815288,Syriana ,109191,14747,0,625,50000000,2005,903,7,2.35,0
2894,288,102,126,517,23000,15047419,American Psycho ,357275,25462,1,1061,7000000,2000,1000,7.6,2.35,18000
2895,107,93,44,596,15000,14015786,The Good Girl ,37952,27646,3,298,5000000,2002,11000,6.5,1.85,938
2896,91,138,78,968,12000,10269307,The Boondock Saints II: All Saints Day ,53251,17524,0,188,8000000,2009,3000,6.3,2.35,0
2897,231,93,132,216,434,17536788,Enough Said ,49240,1183,2,142,8000000,2013,265,7.1,1.85,12000
2898,262,92,87,424,15000,58401464,Easy A ,276746,16982,1,264,8000000,2010,1000,7.1,1.85,19000
2899,196,92,54,306,776,8279017,Shadow of the Vampire ,34191,1761,1,339,8000000,2000,595,6.9,2.35,0
2900,83,104,18,741,1000,10106233,Prom ,12702,5190,0,32,8000000,2011,962,5.4,1.85,0
2901,11,89,15,660,883,4692814,Held Up ,2870,3291,2,34,8000000,1999,826,5.1,1.85,77
2902,72,92,26,417,1000,5018450,Woman on Top ,8546,2687,0,86,8000000,2000,905,5.3,2.35,859
2903,328,90,26,0,1000,3442820,Anomalisa ,31489,1442,0,140,8000000,2015,442,7.3,2.35,0
2904,248,129,608,386,1000,3205244,Another Year ,23629,2265,0,141,10000000,2010,579,7.3,2.35,0
2905,128,111,341,569,963,3076425,8 Women ,23660,3543,1,162,8000000,2002,678,7.1,1.85,0
2906,45,79,73,112,1000,2275557,Showdown in Little Tokyo ,12561,2404,2,102,8000000,1991,1000,6,1.85,0
2907,49,104,71,168,1000,1789892,Clay Pigeons ,9494,1795,1,109,8000000,1998,261,6.6,1.85,515
2908,163,101,16,472,943,6350058,It's Kind of a Funny Story ,106098,2786,3,150,8000000,2010,769,7.2,1.85,20000
2909,163,113,13,594,5000,1094798,Made in Dagenham ,11158,7692,6,73,7200000,2010,629,7.2,2.35,0
2910,90,92,14,291,14000,1071240,When Did You Last See Your Father? ,3571,15848,2,34,8000000,2007,1000,6.9,2.35,429
2911,23,106,23,200,1000,532190,Prefontaine ,5673,1610,2,37,8000000,1997,273,6.8,1.66,0
2912,118,75,45,4,61,686383,The Secret of Kells ,22811,75,0,71,6500000,2009,5,7.7,1.85,11000
2913,283,104,109,7,480,16168741,Begin Again ,99430,517,1,182,8000000,2013,12,7.4,1.85,43000
2914,74,108,12,710,2000,568695,Down in the Valley ,16617,3921,2,110,8000000,2005,844,6.5,2.35,412
2915,41,99,30,209,480,398420,Brooklyn Rules ,5049,1234,3,48,8000000,2007,257,6.4,2.35,226
2916,66,109,200,1000,21000,336456,The Singing Detective ,7116,41645,2,79,8000000,2003,18000,5.6,1.85,494
2917,140,93,8,33,553,298110,Fido ,25055,786,1,98,8000000,2006,177,6.8,2.35,0
2918,32,99,387,399,8000,127144,The Wendell Baker Story ,5159,9608,4,27,8000000,2005,489,5.5,2.35,143
2919,68,98,36,405,10000,117190,Wild Target ,29994,11770,4,86,8000000,2010,692,6.9,2.35,0
2920,79,95,3,448,905,108662,Pathology ,26849,3185,0,107,8000000,2008,513,6,2.35,3000
2921,26,107,53,463,954,53481,10th & Wolf ,5557,2512,5,34,8000000,2006,551,6.4,2.35,294
2922,100,102,346,488,947,23106,Dear Wendy ,9003,2572,0,58,50000000,2004,526,6.6,1.66,532
2923,56,97,43,47,144,52961,Aloft ,2103,326,1,11,8000000,2014,63,5.3,2.35,675
2924,150,124,78,4,6,439162,Akira ,106160,28,0,430,1100000000,1988,5,8.1,1.85,0
2925,85,90,21,112,186,671240,Imagine Me & You ,23023,619,0,149,7900000,2005,119,6.9,2.35,0
2926,21,90,73,26,848,882290,The Blood of Heroes ,4792,1526,2,43,10000000,1989,643,6.5,1.33,999
2927,61,99,78,325,11000,106593296,Driving Miss Daisy ,72324,12619,1,134,7500000,1989,509,7.4,1.85,3000
2928,34,115,88,890,1000,43490057,Soul Food ,5275,4737,6,30,7500000,1997,1000,6.9,1.85,508
2929,62,89,7,36,186,32333860,Rumble in the Bronx ,29843,407,1,81,7500000,1995,147,6.7,2.35,0
2930,239,92,655,88,24000,24792061,Thank You for Smoking ,191998,25092,0,323,6500000,2005,829,7.6,2.35,0
2931,252,94,0,658,1000,17544812,Hostel: Part II ,69989,4707,0,384,10000000,2007,683,5.4,2.35,0
2932,278,100,92,221,3000,12574715,An Education ,112138,4198,0,237,4500000,2009,766,7.3,2.35,12000
2933,9,109,62,518,584,5100000,The Hotel New Hampshire ,6595,2024,0,61,7500000,1984,552,6,1.85,345
2934,127,105,248,147,673,10460089,Narc ,34098,1442,1,214,7500000,2002,466,7.2,1.85,1000
2935,9,102,329,280,611,4239767,Men with Brooms ,3709,1834,3,83,7500000,2002,329,6,1.85,0
2936,35,97,18,742,834,4131640,Witless Protection ,5463,4091,2,20,7500000,2008,749,3.1,1.85,140
2937,192,92,406,968,24000,10814185,Extract ,37530,41867,6,106,8000000,2009,15000,6.2,1.85,0
2938,133,93,187,158,631,197148,Code 46 ,18109,1176,0,150,7500000,2003,163,6.3,2.35,0
2939,287,115,549,911,3000,54557348,Crash ,361169,5732,0,1624,6500000,2004,912,7.9,2.35,18000
2940,222,113,127,373,3000,3014541,Albert Nobbs ,19616,4370,3,98,8000000,2011,415,6.7,2.35,0
2941,242,89,10,106,963,4443403,Persepolis ,70194,1754,0,158,7300000,2007,545,8,1.85,14000
2942,253,118,0,500,18000,1330827,The Neon Demon ,9866,19879,2,73,7000000,2016,860,7,2.35,0
2943,224,97,12,641,788,1818681,Harry Brown ,74435,2486,1,224,7300000,2009,698,7.2,2.35,0
2944,392,156,0,4000,24000,336530303,Spider-Man 3 ,383071,46055,0,1902,258000000,2007,11000,6.2,2.35,0
2945,39,100,0,440,488,12610552,The Omega Code ,4682,2428,0,206,7500000,1999,488,3.5,1.37,129
2946,387,96,655,973,24000,143492840,Juno ,414335,28817,0,881,7500000,2007,3000,7.5,1.85,10000
2947,120,120,82,175,244,43800000,Diamonds Are Forever ,74249,1105,2,276,7200000,1971,177,6.7,2.35,0
2948,208,175,0,3000,14000,134821952,The Godfather ,1155770,28122,1,2238,6000000,1972,10000,9.2,1.85,43000
2949,51,95,213,92,225,94900000,Flashdance ,35172,791,0,128,4000000,1983,174,6.1,1.85,0
2950,331,95,464,11000,23000,32391374,500 Days of Summer ,376600,54075,43,494,7500000,2009,17000,7.7,2.35,40000
2951,83,121,319,11,1000,40158000,The Piano ,63931,1051,1,241,7000000,1993,18,7.6,1.85,0
2952,324,110,0,11000,17000,113709992,Magic Mike ,108843,46646,1,281,7000000,2012,15000,6.1,2.35,54000
2953,140,96,474,82,1000,32131483,Darkness Falls ,25870,2212,0,369,11000000,2003,970,4.9,2.35,2000
2954,136,121,82,189,581,35400000,Live and Let Die ,74957,1865,3,251,7000000,1973,547,6.8,1.66,0
2955,79,95,13,430,1000,34099640,My Dog Skip ,16651,2515,0,149,5000000,2000,934,7,1.37,0
2956,490,143,1000,76,29000,144812796,The Great Gatsby ,362933,29769,4,753,105000000,2013,509,7.3,2.35,115000
2958,93,104,0,4000,16000,25625110,Desperado ,138707,33758,0,202,7000000,1995,12000,7.2,1.85,0
2959,71,115,187,887,14000,403932,The Claim ,5254,17104,4,92,20000000,2000,900,6.5,2.35,141
2960,112,119,23,440,1000,25000000,Logan's Run ,39847,2951,1,242,9000000,1976,659,6.8,2.35,0
2961,118,125,82,244,16000,21000000,The Man with the Golden Gun ,73950,17611,3,258,13000000,1974,387,6.8,1.66,2000
2962,35,96,22,794,1000,20257000,Action Jackson ,7569,5282,2,65,7000000,1988,841,5.2,1.85,978
2963,342,100,197,159,513,26005908,The Descent ,154938,1379,0,1100,3500000,2005,239,7.2,2.35,10000
2964,137,89,14,270,971,15818967,Devil's Due ,13913,2517,0,120,7000000,2014,479,4,1.85,0
2965,50,92,737,380,718,14891000,Flirting with Disaster ,15088,2240,3,105,7000000,1996,524,6.8,1.85,824
2966,261,109,0,597,1000,16901126,The Devil's Rejects ,76267,3544,0,687,7000000,2005,649,6.9,1.85,0
2967,180,103,44,190,637,17474107,Dope ,56605,1342,3,89,7000000,2015,256,7.3,2.35,23000
2968,28,95,48,826,1000,14003141,In Too Deep ,4598,4837,1,29,7000000,1999,865,6.1,2.35,375
2969,750,143,0,393,883,304360277,Skyfall ,522048,2039,0,1498,200000000,2012,563,7.8,2.35,80000
2970,202,105,0,303,1000,12583510,House of 1000 Corpses ,60709,2444,0,922,7000000,2003,340,6,1.85,0
2971,341,106,1000,98,816,9190525,A Serious Man ,102125,1120,1,324,7000000,2009,105,7,1.85,10000
2972,160,100,11,970,13000,9176553,Get Low ,19147,19330,1,97,7500000,2009,3000,7.1,2.35,0
2973,31,103,49,304,687,9094451,Warlock ,11668,1990,0,79,7000000,1989,554,6.2,1.85,0
2974,281,99,192,292,14000,9166863,A Single Man ,83182,14816,2,247,7000000,2009,343,7.6,2.35,16000
2975,114,164,17000,159,883,8373585,The Last Temptation of Christ ,39680,1934,0,308,7000000,1988,618,7.6,1.85,0
2976,72,96,30,407,761,7292175,Outside Providence ,7736,2018,3,100,7000000,1999,412,6.4,1.85,0
2977,119,122,98,397,729,6601079,Bride & Prejudice ,17436,2321,1,276,7000000,2004,579,6.2,2.35,0
2978,74,94,176,46,116,6165429,Rabbit-Proof Fence ,23486,312,1,249,6000000,2002,93,7.5,2.35,0
2979,25,93,70,442,692,5694308,Who's Your Caddy? ,13815,3128,0,46,7000000,2007,585,2,1.85,446
2980,39,96,6,38,206,5430822,Split Second ,8391,493,0,75,7000000,1992,192,6.2,1.85,0
2981,27,113,7,35,11000,4720371,The Other Side of Heaven ,3203,11116,2,85,7000000,2001,43,6.5,1.85,650
2982,29,192,147,397,8000,2921738,Veer-Zaara ,34449,9984,0,119,7000000,2004,860,7.9,2.35,2000
2983,158,99,342,501,1000,2344847,Redbelt ,18561,2158,0,119,7000000,2008,518,6.8,2.35,0
2984,223,91,157,224,490,7455447,Cyrus ,29967,1136,2,126,7000000,2010,259,6.3,1.85,0
2985,25,100,0,359,655,2148212,A Dog of Flanders ,781,1906,0,20,7000000,1999,476,6.3,1.85,157
2986,97,105,261,617,783,2062066,Auto Focus ,11387,2684,3,147,7000000,2002,658,6.6,1.85,357
2987,117,99,60,628,4000,1654367,Factory Girl ,18355,6526,0,106,7000000,2006,787,6.4,1.85,3000
2988,389,112,159,77,3000,1738692,We Need to Talk About Kevin ,95529,3547,0,301,7000000,2011,294,7.5,2.35,38000
2989,34,99,2,455,1000,1889522,The Mighty Macs ,1119,2589,2,12,7000000,2009,690,6.5,2.35,797
2990,161,125,127,798,6000,1110286,Mother and Child ,9727,8876,6,65,4825000,2009,941,7.2,2.35,0
2991,6,107,6,375,963,1000000,March or Die ,2215,2209,1,26,9000000,1977,750,6.3,1.85,122
2992,16,107,8,39,106,700000,Les visiteurs ,24438,215,1,78,50000000,1993,54,7,2.35,0
2993,301,97,0,106,227,1768416,Somewhere ,35848,684,0,198,7000000,2010,218,6.3,1.85,0
2994,12,95,43,611,1000,306715,Chairman of the Board ,5143,5213,1,62,10000000,1998,788,2.3,1.85,724
2995,134,106,58,973,23000,382946,Hesher ,43965,44969,0,99,7000000,2010,20000,7.1,2.35,19000
2996,39,96,5,52,766,196067,The Heart of Me ,1966,1251,3,25,7000000,2002,358,6.7,1.85,97
2997,133,103,6,935,7000,532988,Freeheld ,5863,9660,0,25,7000000,2015,1000,6.5,1.85,0
2998,104,108,30,281,474,453079,The Extra Man ,4124,2029,4,29,7000000,2010,403,5.9,2.35,916
2999,27,118,0,410,26000,46451,Ca$h ,7663,27756,2,38,7000000,2010,854,6,1.85,694
3000,49,97,554,530,876,233103,Wah-Wah ,2670,2544,3,50,7000000,2005,838,6.9,2.35,311
3001,38,115,16000,240,16000,41400000,Pale Rider ,39451,17209,0,138,6900000,1985,455,7.3,2.35,0
3002,152,102,0,787,14000,7993039,Dazed and Confused ,120036,18643,1,408,6900000,1993,1000,7.7,1.85,10000
3003,63,125,4,36,177,927107,Aimee & Jaguar ,5153,333,1,51,15000000,1999,66,7.3,1.85,687
3004,74,108,3,436,710,49526,The Chumscrubber ,16299,2119,1,129,6800000,2005,697,7,2.35,1000
3005,25,101,0,83,240,10696,Shade ,10771,490,8,65,6800000,2003,83,6.4,2.35,413
3006,224,101,13,261,34000,31607598,House at the End of the Street ,58366,35717,1,160,6900000,2012,924,5.6,2.35,10000
3007,226,139,777,58,131,6857096,Incendies ,80429,343,0,156,6800000,2010,66,8.2,1.85,37000
3009,142,115,294,15,585,8060,Elite Squad ,81644,666,1,107,4000000,2007,39,8.1,1.85,11000
3010,271,99,40,300,1000,84263837,Annabelle ,81699,2323,0,291,6500000,2014,421,5.4,2.35,45000
3011,33,88,3,38,46,110029,Bran Nue Dae ,1388,225,7,31,6500000,2009,46,6.3,2.35,479
3012,64,112,309,15,27,57504069,Boyz n the Hood ,94139,106,2,183,6000000,1991,26,7.8,1.85,0
3013,18,108,7,51,699,54215416,La Bamba ,21409,936,1,63,6500000,1987,63,6.8,1.85,0
3014,121,104,0,517,754,31899000,Dressed to Kill ,23986,2442,0,201,6500000,1980,567,7.1,2.35,0
3015,14,108,208,689,876,24103594,The Adventures of Huck Finn ,6384,4840,0,54,6500000,1993,827,6.2,1.85,391
3016,137,102,218,376,900,16842303,Go ,59474,2475,3,418,6500000,1999,563,7.3,2.35,0
3017,111,88,132,180,435,13367101,Friends with Money ,19715,1140,2,166,6500000,2006,230,5.9,2.35,515
3018,97,91,38,91,730,10149779,Bats ,8294,1405,0,160,6500000,1999,461,3.6,2.35,342
3019,73,141,11,8,56,6173485,Nowhere in Africa ,10672,105,0,84,7000000,2001,36,7.7,2.35,802
3020,486,101,0,726,13000,4000304,Shame ,145395,15230,0,375,6500000,2011,898,7.3,2.35,23000
3021,149,105,905,466,27000,2338695,Layer Cake ,134070,29277,1,263,4000000,2004,594,7.4,2.35,0
3022,4,100,0,266,1000,2024854,The Work and the Glory II: American Zion ,564,1942,2,21,6500000,2005,373,6.6,2.35,19
3023,200,116,129,782,10000,2268296,The East ,41856,13180,4,119,6500000,2013,918,6.9,2.35,12000
3024,84,97,15,874,18000,1029017,A Home at the End of the World ,12049,21107,2,135,6500000,2004,986,6.8,2.35,1000
3025,28,106,19,0,844,64148,Aberdeen ,2601,846,0,35,6500000,2000,2,7.3,1.85,260
3026,217,105,38,706,12000,66637,The Messenger ,29608,14462,0,92,6500000,2009,712,7.2,2.35,0
3027,183,122,210,471,845,871577,Control ,51353,2614,1,143,4500000,2007,631,7.7,2.35,13000
3028,204,107,0,255,2000,38400000,The Terminator ,600266,3582,1,692,6500000,1984,663,8.1,1.85,13000
3029,153,121,31,43,65,4063859,Good Bye Lenin! ,114407,200,2,225,4800000,2003,51,7.7,1.85,11000
3030,145,98,0,27,1000,449558,The Damned United ,32307,1163,2,75,10000000,2009,54,7.6,1.85,0
3031,93,123,0,781,1000,2122561,Mallrats ,99033,3254,6,434,6000000,1995,898,7.2,1.85,0
3032,124,110,116,898,1000,181360000,Grease ,170027,5127,2,350,6000000,1978,944,7.2,2.35,13000
3033,120,120,0,576,40000,137963328,Platoon ,291603,42028,0,505,6000000,1986,854,8.1,1.85,9000
3034,288,122,909,282,503,119078393,Fahrenheit 9/11 ,113152,1448,0,1416,6000000,2004,328,7.5,1.85,0
3035,130,110,131,399,640,102308900,Butch Cassidy and the Sundance Kid ,152089,2169,1,309,6000000,1969,566,8.1,2.35,0
3036,145,139,55,266,382,102300000,Mary Poppins ,107408,2045,2,259,6000000,1964,279,7.8,1.66,0
3037,62,124,0,535,2000,54800000,Ordinary People ,35130,5122,3,283,6000000,1980,553,7.8,1.85,0
3038,188,120,153,447,1000,24004159,Around the World in 80 Days ,68722,3175,0,191,110000000,2004,1000,5.8,2.35,0
3039,120,152,34,249,804,43650000,West Side Story ,71919,1802,0,316,6000000,1961,271,7.6,2.2,0
3040,71,98,11000,484,13000,39800000,Caddyshack ,81599,14921,3,250,6000000,1980,573,7.4,1.85,0
3041,52,106,10,578,3000,27457409,The Brothers ,3198,6419,4,43,6000000,2001,685,6.3,1.85,478
3042,18,106,44,328,865,25047631,The Wood ,6585,2724,0,50,6000000,1999,405,6.9,1.85,990
3043,162,106,0,574,18000,23272306,The Usual Suspects ,740918,20821,4,1182,6000000,1995,979,8.6,2.35,28000
3044,88,89,81,92,321,22168359,A Nightmare on Elm Street 5: The Dream Child ,29659,584,0,227,8000000,1989,101,5.1,1.85,1000
3045,96,94,12,583,16000,21005329,Van Wilder: Party Liaison ,89128,19341,0,258,6000000,2002,876,6.4,1.85,0
3046,391,109,0,120,1000,26236603,The Wrestler ,251349,1582,0,547,6000000,2008,245,7.9,2.35,10000
3047,32,144,54,332,469,20400000,Duel in the Sun ,6304,2037,0,87,8000000,1946,436,6.9,1.37,403
3048,119,90,378,658,957,18621249,Best in Show ,45859,4611,9,340,6000000,2000,925,7.5,1.85,0
3049,201,106,0,381,742,25244700,Escape from New York ,91017,2270,1,284,6000000,1981,602,7.2,2.35,0
3050,22,121,0,182,413,14545844,School Daze ,4756,1284,4,38,6500000,1988,282,5.8,1.85,624
3051,52,89,0,405,555,13235267,Daddy Day Camp ,12339,1752,2,32,6000000,2007,484,2.9,1.85,256
3052,34,104,80,658,8000,12793213,Mystic Pizza ,18286,10430,4,73,6000000,1988,960,6.2,1.85,0
3053,88,99,29,161,711,11883495,Sliding Doors ,52805,1462,1,278,9000000,1998,427,6.8,1.85,0
3054,25,98,38,360,1000,11797927,Tales from the Hood ,4582,3221,0,52,6000000,1995,475,6.1,1.85,985
3055,252,121,162,25,1000,17605861,The Last King of Scotland ,145580,1184,1,351,6000000,2006,149,7.7,2.35,0
3056,137,96,2,120,742,11642254,Halloween 5 ,22929,1308,1,287,3000000,1989,256,5.2,1.85,926
3057,231,99,0,84,11000,9203192,Bernie ,45396,11328,1,136,5000000,2011,106,6.8,1.85,15000
3058,115,122,0,221,697,8596914,Pollock ,23023,1517,0,148,6000000,2000,394,7,1.85,0
3059,67,101,112,612,1000,6851636,200 Cigarettes ,13010,2697,5,182,6000000,1999,744,5.9,1.85,0
3060,216,102,49,10000,24000,11434867,The Words ,59637,51355,1,130,6000000,2012,14000,7.1,1.85,21000
3061,133,84,4,546,8000,5895238,Casa de mi Padre ,17169,10123,1,70,6000000,2012,806,5.5,2.35,9000
3062,149,104,20,130,3000,6670712,City Island ,27301,3825,6,101,6000000,2009,591,7.4,1.85,0
3063,261,96,51,28,3000,5359774,The Guard ,64794,3569,0,131,6000000,2011,482,7.3,2.35,17000
3064,42,94,0,664,1000,4693919,College ,11011,4484,0,78,6500000,2008,1000,4.6,1.85,422
3065,152,90,0,826,4000,4859475,The Virgin Suicides ,116910,7103,0,520,6000000,1999,899,7.2,1.85,0
3066,76,90,138,263,373,4542775,Miss March ,18313,1831,2,73,6000000,2009,308,5.1,1.85,985
3067,149,106,0,379,17000,3588432,Wish I Was Here ,29341,18947,4,93,6000000,2014,1000,6.7,2.35,0
3068,35,96,3,353,4000,4394936,Simply Irresistible ,11439,5668,1,190,6000000,1999,812,5.3,2.35,901
3069,108,95,263,179,263,3029081,Hedwig and the Angry Inch ,26300,993,0,231,6000000,2001,261,7.8,1.85,0
3070,17,99,23,82,97,3273588,Only the Strong ,4195,382,1,50,6000000,1993,91,6.7,1.85,0
3071,129,99,53,491,4000,2207975,Shattered Glass ,28855,8297,0,190,6000000,2003,3000,7.2,2.35,0
3072,84,95,8,15,244,2025238,Novocaine ,9589,489,3,105,6000000,2001,230,5.8,1.85,289
3073,147,99,129,362,976,2077046,The Wackness ,27266,2748,2,75,6000000,2008,617,7,2.35,0
3074,17,107,0,284,721,869325,Beastmaster 2: Through the Portal of Time ,2281,2000,2,16,6000000,1991,514,3.8,1.85,125
3075,16,90,11,316,767,399611,The 5th Quarter ,1245,2370,2,29,6000000,2010,529,5.7,1.85,0
3076,63,96,19,71,1000,115862,The Greatest ,7394,2163,2,50,6000000,2009,943,6.7,2.35,0
3077,56,104,61,451,974,1346503,Snow Flower and the Secret Fan ,3024,2430,0,22,6000000,2011,595,6.1,2.35,0
3078,36,97,781,90,596,117560,Come Early Morning ,2330,1081,0,29,6000000,2006,206,6.2,1.85,224
3079,47,107,11,419,773,54606,Lucky Break ,1940,2440,0,34,6000000,2001,766,6.2,2.35,30
3081,162,95,24,874,16000,65804,Deadfall ,32512,27575,1,86,12000000,2012,10000,6.3,2.35,0
3082,88,111,82,269,809,3895664,L'auberge espagnole ,34383,1858,0,149,5300000,2002,447,7.3,1.85,0
3083,136,115,58,400,33000,31874869,Murder by Numbers ,43575,34605,0,302,50000000,2002,455,6.1,1.85,0
3084,111,103,12,19,163,542860,Winter in Wartime ,9230,219,1,37,4000000,2008,20,7.1,2.35,0
3085,112,111,64,380,778,11905519,The Protector ,30210,2205,0,214,200000000,2005,635,7.1,1.85,0
3086,161,112,98,397,883,32541719,Bend It Like Beckham ,89806,2201,0,438,3500159,2002,528,6.7,1.85,0
3087,68,141,407,501,688,3064356,Sunshine State ,3433,2584,6,81,5600000,2002,659,6.9,1.85,160
3088,25,95,17,255,592,7009668,Crossover ,8707,2000,6,36,5600000,2006,378,2.1,1.85,244
3089,222,85,57,6,37,27024,[Rec] 2 ,55597,73,0,148,5600000,2009,9,6.6,1.85,4000
3090,119,129,131,417,1000,159600000,The Sting ,175607,2387,0,252,5500000,1973,559,8.3,1.85,0
3091,90,125,46,249,368,58800000,Chariots of Fire ,40511,1651,0,213,5500000,1981,303,7.2,1.85,0
3092,62,116,0,476,907,50382128,Diary of a Mad Black Woman ,10472,2723,0,202,5500000,2005,637,5.6,1.85,0
3093,71,105,96,35,509,35811509,Shine ,43013,888,0,104,5500000,1996,294,7.7,1.85,0
3094,364,90,23000,694,23000,24475193,Don Jon ,190494,44265,1,314,3000000,2013,19000,6.6,2.35,33000
3095,122,111,72,722,19000,6200756,Ghost World ,96129,34106,0,488,7000000,2001,12000,7.4,1.85,5000
3096,100,91,14,548,14000,1292119,Iris ,14786,16768,1,144,5500000,2001,1000,7.1,1.85,0
3097,112,97,25,57,517,3629758,The Chorus ,44151,745,0,110,5500000,2004,86,7.9,2.35,0
3098,67,92,9,71,636,6239558,Mambo Italiano ,5548,1033,0,67,5000000,2003,210,6.7,1.85,352
3099,91,104,10,93,715,1056102,Wonderland ,18792,1315,0,153,5000000,2003,436,6.6,1.85,1000
3100,103,120,0,388,782,27545445,Do the Right Thing ,59524,2892,2,418,6500000,1989,652,7.9,1.85,0
3101,27,99,56,781,4000,56007,Harvard Man ,3754,6776,3,69,5500000,2001,902,4.9,2.35,113
3102,205,93,592,36,232,611709,Le Havre ,15267,391,1,41,3850000,2011,67,7.2,1.85,0
